Blog	four	looking	second	here	kids	k	music	until	example	want	turn	wrong	fix	re	wasn	service	project	person	tech	came	saying	best	country	asked	much	life	things	had	easy	possible	right	old	people	support	happy	later	team	along	love	working	following	such	data	years	course	didn	internet	million	open	city	future	saw	note	take	going	where	sites	jobs	many	wants	photos	former	technology	being	around	traffic	world	power	favorite	her	series	complete	ad	am	tv	th	large	small	past	hours	experience	social	via	company	science	learn	information	its	always	found	really	try	number	self	also	play	sometimes	set	see	last	whole	community	rules	recent	amp	couple	d	continue	anything	into	link	line	up	us	ago	having	results	video	great	makes	tools	next	process	high	move	doing	could	start	system	haven	face	fact	should	hope	means	stuff	email	ve	android	off	less	web	government	five	does	software	details	chance	above	search	word	work	interview	after	order	office	then	them	they	network	created	another	do	away	hand	photo	thanks	night	security	post	months	available	way	true	together	change	history	extra	live	car	write	product	use	still	half	now	january	year	space	shows	care	ways	than	online	america	only	between	article	comes	these	media	thinking	real	read	early	using	business	your	aren	lot	trying	building	since	month	very	learned	family	put	site	help	soon	actually	event	reason	ask	american	mobile	latest	pretty	during	x	close	won	probably	else	look	while	user	march	game	some	run	step	doesn	e	go	facebook	click	started	point	links	including	him	keep	exactly	need	able	based	she	written	key	police	problem	both	well	page	twitter	home	he	star	friends	companies	likely	even	ever	never	met	call	tell	give	answer	before	personal	better	weeks	went	mean	content	isn	features	matter	seen	don	m	stop	bad	decided	said	against	appeared	three	website	say	if	make	left	human	yes	yet	save	deal	popular	down	digital	finally	did	making	crazy	may	man	maybe	talk	nbsp	group	interesting	thing	think	first	little	anyone	were	shot	show	behind	black	get	enough	reading	across	those	different	pay	same	money	either	images	youtube	again	important	u	public	published	two	share	needs	coming	through	someone	everyone	house	hard	idea	done	least	part	believe	built	build	most	find	please	simple	create	understand	fun	itself	yesterday	big	bit	google	often	back	others	control	ll	day	text	taking	almost	com	thought	add	works	minutes	special	under	every	school	changes	would	phone	must	me	times	end	over	writing	each	got	free	wanted	days	already	top	too	took	though	watch	report	full	news	been	several	pick	gave	everything	no	cool	posts	says	goes	weird	today	local	figure	happened	name	place	given	white	any	ideas	sure	state	review	come	case	myself	good	check	week	without	seems	blog	update	there	program	far	list	design	version	known	rather	short	might	used	friday	feel	story	kind	nothing	his	hit	art	recently	reasons	questions	question	long	called	users	once	issues	apple	heart	app	few	something	six	instead	looks	our	out	york	their	which	who	why	words	view	stories	job	will	let	gets	other	know	because	lead	getting	own	apps	made	book
ThinkProgress	0	0	0	2	0	0	0	0	0	1	0	2	0	3	0	0	0	0	0	0	0	1	2	0	0	2	0	1	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	1	0	0	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	2	0	0	1	0	4	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	20	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	2	3	20	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	2	0	22	0	0	0	0	4	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	3	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	5	0	1	0	0	0	0	4	1	0	2	1	0	1	0	0	3	0	0	0
blog maverick	0	0	0	2	0	0	0	0	1	0	0	2	0	0	0	1	0	0	4	0	0	1	0	0	0	0	3	4	0	0	1	5	1	0	0	0	0	1	1	0	0	3	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	1	6	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	2	2	0	0	1	0	0	0	1	2	0	0	1	0	0	3	2	0	2	0	0	2	0	0	0	0	1	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	7	0	1	2	2	0	1	0	0	0	0	1	1	2	1	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	2	0	1	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	1	3	0	2	0	1	3	0	0	0	0	1	1	0	0	3	1	0	1	0	0	1	1
gapingvoid: "cartoons drawn on the back of business cards"	1	0	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	1	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	0	0	2	0	2	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	5	1	1	0	0	1	2	2	1	0	0	0	0	0	1	0	0	0	0	0	6	0	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	1	0	0	0	4	1	2	3	2	0	0	0	0	1	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	2	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	8	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	1	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	1	2	1	1	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	2	2	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	2	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	1	1	1	2	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	2	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	4
Topix Blog	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	1	0	0	0	0	3	0	3	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	3	0	1	0	0	0	2	0	2	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0	1	0	0	1	0	1	1	0	0	3	1	3	0	0	0	0	0	0	2	0	3	3	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	3	0	2	0	0	0	4	0	0	2	1	0	0	0	0	0	0	1	1	1	3	0	0	1	0	0	0	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	2	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	2	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	5	1	0	0	0	0	0	0	0	1	0	0	1	7	0	0	0	0	0	2	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	2	1	3	0	0	0	0	1	0	0	0	6	2	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
kottke.org	3	1	6	15	1	0	6	6	1	4	1	1	0	3	2	1	1	4	1	6	1	5	3	0	6	6	6	19	0	1	7	6	12	1	1	2	5	0	4	4	1	2	1	17	3	5	3	3	0	0	3	2	0	1	5	4	0	13	5	0	3	0	2	7	6	5	8	2	2	7	2	1	3	1	2	3	2	0	4	2	1	2	14	6	7	1	1	6	1	5	6	0	4	2	8	3	0	2	4	5	0	3	0	4	8	0	8	1	2	7	4	1	14	4	1	2	5	19	5	3	2	2	0	6	2	0	12	1	6	1	0	1	2	1	1	1	2	8	0	5	2	1	2	2	2	0	0	2	0	3	2	13	4	10	2	2	9	19	39	0	2	5	3	3	4	1	2	1	0	5	1	2	6	1	2	0	3	2	1	0	7	0	3	10	3	6	0	5	4	0	3	1	5	2	4	9	9	1	0	10	3	1	2	4	4	2	1	5	1	3	1	0	1	3	4	2	1	3	2	1	1	5	2	1	0	9	0	2	1	2	4	0	1	2	1	1	5	0	2	1	17	2	0	3	0	1	0	0	0	1	1	4	5	0	2	1	2	1	3	2	2	0	2	2	8	1	0	2	24	6	2	0	5	7	0	4	2	1	5	1	2	5	4	0	0	4	0	0	1	0	2	5	10	8	0	1	1	8	0	0	7	2	1	10	3	2	2	0	3	0	0	0	7	2	0	12	2	2	1	5	4	1	188	2	3	6	7	4	2	2	19	3	0	2	1	6	1	1	3	2	5	1	5	5	2	2	0	3	0	2	0	2	7	1	0	1	7	5	2	3	1	3	7	4	4	4	0	1	10	3	0	0	1	3	0	1	1	6	2	4	1	8	1	0	4	3	2	2	1	0	0	0	4	2	0	1	9	2	0	13	0	2	7	11	0	7	2	1	8	3	1	2	3	1	5	6	2	1	1	1	1	16	3	0	0	1	5	1	0	3	2	0	6	2	3	1	3	2	1	0	6	1	1	0	0	3	1	1	4	2	9	4	2	0	6	12	1	2	0	10	2	1	0	5	5	3	0	1	3	3	2	23	0	7	1	1	0	5	4	3	0	7	0	4	3	3	12	4	1	0	1	7	19	0	19	15	19	5	0	2	0	0	8	2	1	12	4	3	0	2	2	0	8	16
43 Folders	5	2	8	28	1	2	0	15	0	26	5	6	4	48	2	3	3	8	0	1	11	14	0	1	37	32	55	26	5	5	24	10	54	3	6	5	2	1	15	7	2	6	3	16	2	8	3	0	4	0	8	1	4	10	7	20	0	3	20	3	0	0	3	17	10	2	13	7	10	17	0	0	1	14	4	1	3	2	8	4	4	1	1	2	0	11	6	9	20	1	77	18	9	9	27	6	15	3	18	13	4	0	2	2	11	7	45	4	14	21	2	3	45	21	3	11	2	14	14	5	5	3	2	0	1	16	24	11	4	3	5	9	16	20	11	27	11	40	0	13	16	10	0	4	5	1	1	3	1	0	3	59	9	10	8	0	25	22	48	4	0	10	74	7	3	2	13	5	0	2	4	5	36	9	3	13	0	0	8	3	3	4	11	20	9	41	6	14	1	0	27	5	36	1	1	22	3	4	5	24	2	5	19	43	4	8	8	83	4	39	10	3	5	2	29	3	4	3	2	30	5	14	4	5	9	2	1	0	11	2	4	2	10	8	7	5	10	0	2	2	28	6	4	18	3	21	1	2	2	21	2	8	12	10	8	21	1	2	29	16	2	0	15	8	24	4	4	6	39	1	5	2	4	50	26	26	2	3	17	4	2	13	4	27	1	2	7	1	0	2	8	1	46	47	11	6	18	14	4	0	3	1	21	59	45	2	4	13	6	2	2	2	9	0	6	13	11	3	15	7	14	22	1	0	2	33	31	29	28	14	16	2	4	2	1	50	15	13	0	27	7	3	9	5	7	0	0	10	13	0	1	1	10	4	4	1	7	7	8	2	16	6	10	11	17	9	2	2	41	10	16	7	0	14	3	6	1	25	7	2	19	25	4	3	37	16	4	1	13	17	10	1	0	7	5	20	12	0	4	20	1	1	82	3	7	29	4	13	2	8	5	7	13	2	14	2	2	6	0	7	1	31	2	2	2	12	37	3	2	13	10	6	13	0	4	2	3	7	3	0	38	3	10	0	1	5	3	8	26	2	11	12	2	5	4	33	0	7	3	10	3	2	8	3	16	6	2	7	6	9	7	28	3	3	1	2	0	3	21	3	5	4	0	1	4	8	13	23	4	4	3	35	44	1	19	45	70	32	1	4	2	19	53	17	13	22	40	57	2	11	13	5	28	25
Autoblog	7	1	0	1	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	1	1	0	0	3	0	0	0	2	0	1	4	5	0	1	2	3	0	0	0	0	0	1	2	0	0	0	1	1	0	0	0	0	1	1	4	0	0	1	7	5	0	0	12	2	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	15	1	0	1	0	0	0	5	1	0	0	42	1	0	0	0	0	0	1	1	40	1	2	0	0	4	5	1	3	0	12	0	4	0	4	1	1	0	0	4	1	1	0	4	0	0	0	0	0	40	0	0	11	4	0	5	7	0	0	3	0	0	0	0	4	0	5	0	0	0	1	2	0	0	1	0	4	0	0	0	1	0	0	1	0	3	0	0	0	1	0	0	18	0	1	40	2	0	3	0	3	0	5	0	0	4	0	2	3	0	0	0	1	0	0	0	0	1	0	3	3	0	0	0	0	0	2	4	0	0	0	0	1	0	0	0	0	0	0	1	3	0	4	0	0	0	0	0	1	0	0	1	0	3	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	4	0	0	4	1	8	3	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	2	1	40	0	0	1	4	2	0	0	0	1	0	0	0	4	0	0	0	1	0	1	6	0	1	160	0	0	0	0	1	1	0	2	0	23	3	0	7	0	40	0	1	0	0	2	3	1	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	2	1	40	0	1	0	0	0	0	1	1	0	0	3	0	0	0	0	0	1	1	0	0	0	0	3	0	38	1	0	0	3	0	0	0	0	0	1	0	1	7	0	0	0	4	8	1	0	0	2	0	3	3	1	0	5	0	0	1	0	0	4	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	3	1	5	1	0	0	0	2	0	0	6	5	3	0	0	0	3	0	1	0	0	0	0	6	0	0	0	3	1	0	0	4	0	1	0	4	0	0	0	0	2	0	2	43	1	5	6	0	0	0	0	0	0	0	10	0	6	2	0	2	0	2	0	0	1	0
Daily Kos	9	2	6	15	3	1	0	8	0	12	4	5	13	19	6	2	1	3	6	8	11	3	9	4	14	4	10	24	2	3	8	16	57	12	2	6	4	5	4	9	1	11	3	35	10	5	1	4	5	5	5	1	2	12	17	15	0	15	21	8	0	4	0	13	8	0	12	6	2	26	0	0	4	4	1	9	4	2	8	2	2	3	1	2	4	5	1	13	7	1	23	3	7	2	21	1	0	9	10	11	5	7	7	6	4	2	15	2	5	17	2	7	48	19	9	6	1	0	8	5	0	14	1	7	6	4	21	3	12	0	9	11	14	3	4	7	3	9	0	15	8	0	22	9	10	0	3	4	4	1	7	6	2	19	3	7	18	30	92	3	4	14	25	10	6	1	1	6	4	1	5	4	20	4	4	6	6	2	11	2	0	0	6	20	2	28	6	29	2	3	22	3	31	1	12	25	15	0	5	15	4	8	5	7	2	3	2	18	2	2	3	2	14	10	15	4	17	5	0	9	6	13	5	3	2	21	0	3	3	5	0	5	8	5	1	1	23	0	19	1	30	3	4	10	8	8	4	3	1	14	0	7	14	5	2	11	7	8	29	0	1	15	7	7	16	4	2	7	98	1	3	4	5	22	8	9	4	3	2	13	1	24	6	7	1	3	8	0	7	0	2	2	19	7	10	8	2	40	21	2	13	2	15	44	11	7	3	14	4	3	13	2	12	0	4	17	6	5	15	8	6	6	24	4	0	4	15	21	9	3	44	3	17	6	11	19	4	2	7	26	6	6	13	7	3	0	0	11	5	12	11	2	31	3	3	4	13	3	0	18	3	5	10	8	6	7	1	2	20	4	4	0	3	0	2	2	7	8	3	0	0	12	6	7	7	17	0	3	5	0	4	2	1	3	2	10	11	12	2	63	0	4	6	12	5	21	1	10	7	2	2	8	9	9	13	9	11	0	20	8	15	46	3	2	6	1	29	0	4	7	4	4	15	2	3	2	1	6	5	7	25	2	8	47	3	19	12	1	15	3	17	16	5	0	3	44	5	8	2	1	0	4	5	3	15	3	10	2	18	6	6	72	4	0	2	1	6	7	9	13	1	7	3	0	2	0	7	9	6	7	4	27	41	4	68	31	65	20	4	2	3	11	61	11	4	32	17	23	2	9	13	0	14	0
Google Blogoscoped	0	0	1	2	0	0	0	0	0	2	0	1	0	5	0	6	0	0	1	0	0	4	0	1	4	0	1	3	1	1	1	0	3	0	0	2	0	0	2	2	0	0	0	1	0	0	0	0	2	0	1	1	1	1	2	1	1	0	0	0	0	0	1	0	2	0	1	0	0	0	0	1	0	1	0	0	0	1	2	0	0	0	2	0	0	0	0	1	2	0	0	0	5	0	2	0	0	1	4	0	0	0	0	0	0	0	2	0	0	3	1	0	3	1	1	0	1	0	0	1	0	1	2	0	0	2	1	1	0	0	0	0	0	0	0	1	0	4	1	0	1	4	0	3	0	0	0	0	0	1	0	1	0	0	0	0	3	4	7	0	0	2	3	0	1	1	1	0	0	2	0	0	1	1	1	1	1	0	1	1	0	0	3	0	0	4	0	0	0	0	0	0	1	1	0	2	0	0	1	1	0	1	0	2	0	4	0	8	1	0	0	0	0	0	1	0	0	1	4	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	2	1	1	2	0	2	3	1	0	0	0	1	0	2	0	0	2	0	0	0	0	2	0	1	0	0	0	0	0	2	2	0	0	1	2	0	1	0	1	4	0	1	0	0	0	0	3	0	0	0	0	1	0	0	1	0	1	0	4	2	0	0	0	2	0	0	0	1	0	8	3	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	7	0	1	0	2	0	1	1	0	1	0	0	5	0	1	2	3	2	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	3	3	0	1	1	0	1	0	1	0	0	28	1	3	1	0	6	3	1	0	0	0	0	3	0	0	0	0	1	0	1	11	4	0	4	1	0	1	0	3	0	2	0	0	1	1	2	1	3	0	0	2	1	4	1	1	1	0	6	0	1	1	1	0	1	0	0	0	2	2	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	1	0	5	0	0	1	1	0	0	0	0	0	2	0	1	0	0	0	1	1	0	0	0	2	4	1	1	0	1	0	0	0	4	1	2	0	0	0	3	2	0	4	5	5	0	0	2	0	0	1	2	0	4	2	5	0	0	0	6	2	0
Deadspin	2	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	3	1	1	0	2	1	0	0	2	0	0	4	0	1	1	0	2	3	0	1	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	3	0	3	1	0	3	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	3	0	0	0	1	0	1	1	1	0	0	1	5	0	0	1	0	0	0	0	0	1	7	0	1	3	5	1	0	0	0	0	1	0	1	0	0	0	0	3	1	1	0	1	0	0	0	0	1	0	2	0	2	0	0	0	1	1	0	1	2	0	0	0	1	0	5	0	0	2	2	1	0	0	3	4	0	1	0	1	1	0	1	2	0	4	2	0	0	0	1	3	3	0	0	3	2	1	0	0	2	0	2	0	0	1	0	0	0	0	0	0	1	0	1	0	25	1	4	0	2	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	2	0	0	0	2	2	0	1	0	0	0	5	2	0	1	0	1	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	10	1	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	3	1	0	0	2	0	1	0	1	3	0	0	0	1	0	0	3	1	8	0	1	2	0	1	0	0	0	2	0	0	0	1	1	2	1	0	2	1	0	4	1	0	2	1	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	2	0	2	0	0	2	1	1	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	3	1	1	4	3	0	0	0	1	0	0	0	2	0	0	2	1	0	1	0	0	1	0	1	1	0	0	5	3	0	0	0	1	0	1	1	1	2	1	0	1	2	0	1	1	2	0	1	0	0	2	4	1	0	0	0	3	0	1	1	0	0	1	0	0	0	0	4	0	0	1	0	0	2	1	1	0	0	0	0	1	0	1	2	1	0	0	1	0	0	9	1	0	0	0	0	0	1	0	0	0	1	0	0	4	1	3	0	0	0	2	4	0	3	1	6	0	0	0	1	1	3	0	0	1	0	3	0	0	0	0	3	0
The Dish	0	2	0	2	0	1	0	0	4	1	0	0	0	2	0	0	0	1	0	0	1	0	0	0	2	1	3	3	0	1	0	3	5	2	0	0	0	0	7	0	2	0	0	11	0	3	2	1	2	0	0	0	3	1	2	0	0	0	3	0	1	1	0	0	4	0	7	0	2	1	0	1	0	2	0	0	0	0	3	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	3	0	0	0	1	0	0	1	1	0	1	0	0	7	3	2	0	1	0	0	0	0	1	0	1	0	1	1	0	1	0	3	1	3	4	0	0	3	3	0	0	1	0	0	1	0	0	0	3	0	0	1	3	0	2	0	0	3	0	5	0	2	2	3	0	0	2	0	0	0	4	0	0	0	0	0	0	1	0	1	0	0	0	1	2	1	2	0	3	0	1	0	0	4	0	2	3	1	0	0	5	0	0	1	9	1	0	0	13	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	2	0	2	0	1	1	2	1	3	0	0	0	1	1	0	0	1	0	3	0	0	1	0	1	1	0	1	0	0	1	0	1	0	1	0	1	0	1	0	0	1	3	0	1	0	2	4	0	1	2	0	0	0	1	1	1	2	0	1	0	2	1	0	0	0	4	1	0	1	0	3	1	0	1	0	1	2	2	0	0	1	1	0	0	0	1	1	0	2	0	0	1	1	1	2	0	0	0	1	1	2	2	2	1	0	0	1	0	2	1	3	0	2	1	0	2	1	1	0	0	0	0	3	1	0	1	0	0	0	4	0	0	2	1	3	0	2	3	0	0	0	5	2	3	2	0	1	0	1	3	2	0	0	2	3	1	0	3	9	0	1	1	1	2	0	0	0	0	2	1	0	0	1	0	0	11	1	3	3	2	0	0	0	1	0	0	0	1	1	1	0	0	0	2	6	0	1	1	0	6	0	4	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	1	2	0	6	1	3	0	0	0	0	0	1	0	3	1	0	0	0	3	0	2	11	0	1	4	0	1	1	6	0	0	0	0	0	1	0	0	0	0	0	0	4	3	0	7	2	5	3	4	2	0	1	5	0	0	2	6	1	0	0	1	0	2	3
Go Fug Yourself	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	20	2	0	0	0	0	3	1	1	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	19	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	11	1	1	0	1	0	0	0	0
